STATE_NAME,STATE_ABBREVIATION,COUNTY_NAME,COUNTY_FIPS_CODE,STUDYYEAR,EMR_16,FEMR_16,MEMR_16,EMR_20to64,FEMR_20to64,MEMR_20to64,UNR_16,FUNR_16,MUNR_16,UNR_20to64,FUNR_20to64,MUNR_20to64,FLFPR_20to64,FLFPR_20to64_UNDER6,FLFPR_20to64_6to17,FLFPR_20to64_UNDER6_6to17,MLFPR_20to64,PR_F,PR_P,MHI,MFI,MFI_2022,ME,FME,MME,MHI_2022,ME_2022,FME_2022,MME_2022,TOTALPOP,ONERACE,ONERACE_W,ONERACE_B,ONERACE_I,ONERACE_A,ONERACE_H,ONERACE_OTHER,TWORACES,HISPANIC,HOUSEHOLDS,H_UNDER6_BOTHWORK,H_UNDER6_FWORK,H_UNDER6_MWORK,H_UNDER6_SINGLEM,H_6to17_BOTHWORK,H_6to17_FWORK,H_6to17_MWORK,H_6to17_SINGLEM,EMP_M,MEMP_M,FEMP_M,EMP_SERVICE,MEMP_SERVICE,FEMP_SERVICE,EMP_SALES,MEMP_SALES,FEMP_SALES,EMP_N,MEMP_N,FEMP_N,EMP_P,MEMP_P,FEMP_P,MCBto5,MC6to11,MC12to17,MC18to23,MC24to29,MC30to35,MC36to41,MC42to47,MC48to53,MC54toSA,MCSA,Annual Center-Based Care Cost (School Age),MFCCBto5,MFCC6to11,MFCC12to17,MFCC18to23,MFCC24to29,MFCC30to35,MFCC36to41,MFCC42to47,MFCC48to53,MFCC54toSA,MFCCSA,Annual Median Home-Based Care Cost (School Age),_75CBto5,_75C6to11,_75C12to17,_75C18to23,_75C24to29,_75C30to35,_75C36to41,_75C42to47,_75C48to53,_75C54toSA,_75CSA,_75FCCBto5,_75FCC6to11,_75FCC12to17,_75FCC18to23,_75FCC24to29,_75FCC30to35,_75FCC36to41,_75FCC42to47,_75FCC48to53,_75FCC54toSA,_75FCCSA,MCINFANT,Annual Center-Based Care Cost (Infant),MCTODDLER,Annual Center-Based Care Cost (Toddler),MCPRESCHOOL,Annual Center-Based Care Cost (Preschool),_75CINFANT,_75CTODDLER,_75CPRESCHOOL,MFCCINFANT,Annual Median Home-Based Care Cost (Infant),MFCCTODDLER,Annual Median Home-Based Care Cost (Toddler),MFCCPRESCHOOL,Annual Median Home-Based Care Cost (Preschool),_75FCCINFANT,_75FCCTODDLER,_75FCCPRESCHOOL
West Virginia,WV,Nicholas County,54067,2012,46.4,41.8,51.5,57.9,22.7,63.5,8.7,8.4,9.0,8.1,7.3,8.7,56.7,47.6,61.7,60.4,70.2,15.4,19.2,38780,47652,61471,24157,17013,34030,50026,31163,21947,43899,26201,99.3,98.0,0.0,0.7,0.5,0.0,0.1,0.7,0.2,10366,496,548,23,396.0,1299,867,284,499.0,27.5,22.4,33.3,17.5,8.6,27.4,22.6,12.3,34.3,15.6,28.1,1.4,16.8,28.5,3.6,118.16,118.16,118.16,118.16,101.28,101.28,97.06,97.06,88.62,88.62,88.62,4608.24,84.4,84.4,84.4,84.4,84.4,84.4,84.4,84.4,84.4,84.4,84.4,4388.8,128.7,128.7,128.7,128.7,112.1,112.1,107.95,107.95,103.79,103.79,103.79,91.34,91.34,91.34,91.34,84.4,84.4,84.4,84.4,84.4,84.4,84.4,118.16,6144.32,101.28,5266.56,97.06,5047.12,128.7,112.1,107.95,84.4,4388.8,84.4,4388.8,84.4,4388.8,91.34,84.4,84.4
Texas,TX,Martin County,48317,2011,57.7,44.5,71.0,69.4,56.9,80.5,4.7,5.3,4.4,5.5,6.1,5.1,60.6,15.9,71.5,52.3,84.8,10.1,11.5,42050,50333,65936,27373,22966,31114,55086,35859,30085,40759,4704,98.4,88.7,5.2,0.7,0.6,0.0,3.2,1.6,40.6,1545,32,300,0,13.0,425,243,15,225.0,31.1,27.4,37.0,15.2,8.5,25.9,19.2,11.4,31.6,22.3,36.3,0.1,12.1,16.4,5.4,102.6,102.6,102.6,95.15,95.15,95.15,89.13,89.13,89.13,89.13,83.78,4356.56,91.33,91.33,91.33,85.73,85.73,85.73,81.68,81.68,81.68,81.68,73.1,3801.2,117.68,117.68,117.68,109.7,109.7,109.7,103.25,103.25,103.25,103.25,97.48,105.6,105.6,105.6,99.58,99.58,99.58,95.23,95.23,95.23,95.23,85.93,102.6,5335.2,95.15,4947.8,89.13,4634.76,117.68,109.7,103.25,91.33,4749.16,85.73,4457.96,81.68,4247.360000000001,105.6,99.58,95.23
Virginia,VA,King William County,51101,2016,63.0,57.7,68.6,78.3,73.6,83.2,3.9,3.1,4.7,4.2,3.2,5.0,76.1,82.3,82.3,72.6,87.6,7.5,12.1,64297,71410,87834,36434,32284,40007,79085,44814,39709,49209,16156,97.9,76.7,18.8,1.3,0.8,0.0,0.3,2.1,0.8,6066,535,198,0,205.0,1383,375,58,527.0,33.7,26.1,42.4,12.0,10.2,14.1,24.6,15.8,34.3,16.2,29.6,1.2,13.5,18.3,8.1,160.0,160.0,160.0,141.67,123.33,123.33,123.33,123.33,123.33,123.33,116.67,6066.84,128.33,128.33,128.33,118.33,105.0,105.0,105.0,105.0,105.0,105.0,93.33,4853.16,175.0,175.0,175.0,160.0,140.0,140.0,140.0,140.0,140.0,140.0,126.67,136.67,136.67,136.67,130.0,125.0,125.0,125.0,125.0,125.0,125.0,108.33,160.0,8320.0,123.33,6413.16,123.33,6413.16,175.0,140.0,140.0,128.33,6673.160000000001,105.0,5460.0,105.0,5460.0,136.67,125.0,125.0
Michigan,MI,Grand Traverse County,26055,2019,61.8,59.1,64.6,78.3,76.9,79.7,4.4,4.1,4.7,3.9,3.4,4.5,79.6,79.1,82.1,65.9,84.3,6.3,9.6,63575,79544,92271,31508,26195,38704,73747,36549,30386,44897,92181,97.7,94.8,0.9,1.0,0.6,0.0,0.4,2.3,2.9,37319,2320,1381,125,991.0,6394,2128,385,2369.0,38.0,34.8,41.2,18.3,14.6,22.1,24.1,17.5,31.0,7.9,14.6,0.9,11.8,18.5,4.7,188.87,188.87,188.87,188.87,188.87,173.06,173.06,173.06,173.06,173.06,156.19,8121.88,154.54,154.54,152.49,152.49,152.49,147.68,147.68,147.68,147.68,147.68,139.88,7273.76,230.5,230.5,230.5,230.5,230.5,200.79,200.79,200.79,200.79,200.79,190.91,187.0,187.0,184.61,184.61,184.61,168.16,168.16,168.16,168.16,168.16,169.16,188.87,9821.24,188.87,9821.24,173.06,8999.12,230.5,230.5,200.79,154.54,8036.08,152.49,7929.4800000000005,147.68,7679.360000000001,187.0,184.61,168.16
Virginia,VA,Fairfax City,51600,2013,65.5,61.1,70.2,79.3,76.0,82.5,5.7,5.3,6.1,4.9,4.4,5.5,79.7,70.4,83.9,74.3,88.7,3.8,7.2,97242,113538,144193,43657,36587,51250,123497,55444,46465,65088,23027,96.0,70.5,5.0,0.5,14.9,0.2,4.9,4.0,16.1,8492,823,452,30,162.0,1623,540,126,552.0,50.7,50.0,51.5,15.8,14.5,17.2,22.0,16.4,28.2,6.7,11.9,0.9,4.8,7.3,2.2,322.67,322.67,322.67,307.67,273.33,273.33,273.33,273.33,273.33,273.33,243.67,12670.84,230.0,230.0,230.0,206.67,190.0,190.0,190.0,190.0,190.0,190.0,173.33,9013.16,354.67,354.67,354.67,342.33,307.67,307.67,307.67,307.67,307.67,307.67,270.0,253.33,253.33,253.33,242.67,233.33,233.33,233.33,233.33,233.33,233.33,200.0,322.67,16778.84,273.33,14213.16,273.33,14213.16,354.67,307.67,307.67,230.0,11960.0,190.0,9880.0,190.0,9880.0,253.33,233.33,233.33
Missouri,MO,Mercer County,29129,2012,53.1,51.5,54.7,70.5,35.2,70.7,8.9,5.1,12.2,8.4,4.9,11.6,73.8,74.5,79.2,70.3,80.4,9.6,16.6,38125,50313,64904,26318,20638,32091,49181,33950,26623,41397,3763,99.3,98.2,0.5,0.1,0.6,0.0,0.0,0.7,1.0,1566,119,61,0,157.0,259,87,16,151.0,33.7,29.7,37.9,14.9,9.8,20.4,19.8,10.1,30.3,18.0,30.6,4.4,13.7,19.8,7.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ohio,OH,Preble County,39135,2008,62.5,57.7,67.4,75.8,71.5,80.1,5.8,5.3,6.3,5.5,5.5,5.6,75.7,77.3,87.5,77.9,84.9,6.0,7.9,50396,56736,76594,27442,21467,37549,68035,37047,28980,50691,41707,99.3,97.6,0.5,0.4,0.5,0.0,0.2,0.7,0.3,16636,1435,580,0,434.0,3843,891,91,839.0,22.7,19.6,26.3,17.9,11.4,25.2,22.5,11.5,34.9,13.5,24.3,1.4,23.4,33.2,12.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Georgia,GA,Brooks County,13027,2009,59.6,52.1,68.1,74.7,66.0,84.2,7.4,8.6,6.4,5.4,8.0,2.9,71.8,71.6,91.3,60.3,87.5,13.3,16.5,40840,50287,68893,23699,16677,31916,55951,32468,22847,43725,16324,99.3,59.2,36.5,0.0,1.4,0.0,2.2,0.7,4.4,6502,434,207,0,380.0,841,435,119,656.0,21.7,16.2,28.0,21.3,16.9,26.4,20.6,8.9,33.8,17.6,31.1,2.4,18.8,26.9,9.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
New York,NY,Rockland County,36087,2011,61.3,56.2,66.9,74.8,69.8,80.0,6.5,5.8,7.1,5.8,5.0,6.6,73.4,65.3,80.0,59.6,85.7,7.7,11.6,84661,98533,129078,39977,33450,47311,110906,52370,43820,61977,308682,98.7,73.5,12.2,0.3,6.5,0.1,6.1,1.3,15.1,98106,11983,9429,927,3337.0,26888,17501,2081,7533.0,43.9,40.2,48.1,17.7,17.1,18.4,24.5,19.9,29.6,7.3,13.6,0.4,6.6,9.3,3.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Puerto Rico,PR,Jayuya County,72073,2016,25.2,23.9,26.4,33.2,31.7,34.8,28.1,31.8,24.3,26.8,30.7,22.8,45.7,42.2,71.1,48.8,45.1,51.4,59.8,15893,20250,24908,15656,18057,15210,19548,19257,22210,18708,15605,95.8,86.6,0.7,0.3,0.1,0.0,8.1,4.2,99.8,4720,44,96,0,543.0,521,263,226,1222.0,27.5,17.8,38.0,14.1,11.9,16.5,12.6,2.9,23.2,9.2,17.7,0.0,36.5,49.7,22.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
North Carolina,NC,Henderson County,37089,2018,55.0,49.7,60.9,74.9,68.6,81.6,2.9,2.7,3.0,2.7,2.7,2.7,70.5,66.5,81.7,62.8,84.0,7.1,10.6,52815,67437,79576,30631,27654,35207,62322,36145,32632,41544,113625,98.3,90.8,3.3,0.3,1.3,0.1,2.5,1.7,10.1,48281,2509,2048,44,1744.0,6756,2908,275,3339.0,33.0,26.2,40.6,17.1,15.2,19.3,22.7,15.0,31.1,10.4,19.3,0.5,16.8,24.3,8.5,169.99,169.99,164.99,164.99,149.99,149.99,129.99,129.99,129.99,129.99,100.29,5215.08,154.99,154.99,149.99,149.99,149.99,149.99,134.99,134.99,134.99,134.99,129.99,6759.4800000000005,174.99,174.99,169.99,169.99,159.99,159.99,134.99,134.99,134.99,134.99,104.15,164.99,164.99,161.15,161.15,164.99,164.99,164.99,164.99,164.99,164.99,174.99,169.99,8839.48,149.99,7799.4800000000005,129.99,6759.4800000000005,174.99,159.99,134.99,154.99,8059.4800000000005,149.99,7799.4800000000005,134.99,7019.4800000000005,164.99,164.99,164.99
Mississippi,MS,Clay County,28025,2018,47.7,43.2,53.0,62.1,57.5,67.2,11.3,11.4,11.3,11.8,12.0,11.6,65.3,59.6,78.0,81.1,76.6,19.5,23.3,35121,44621,52653,28204,25054,32128,41443,33281,29564,37911,19808,99.6,39.6,59.6,0.3,0.1,0.0,0.0,0.4,0.7,7755,344,204,29,629.0,983,233,98,1455.0,28.7,23.9,33.8,18.0,10.4,25.9,17.2,9.7,25.0,10.5,19.1,1.4,25.7,37.0,13.9,94.35,94.35,87.32,87.32,85.32,85.32,85.32,85.32,85.32,85.32,80.8,4201.599999999999,61.84,61.84,65.15,65.15,65.15,65.15,56.4,56.4,56.4,56.4,43.83,2279.16,109.64,109.64,107.64,107.64,105.64,105.64,102.67,102.67,102.67,102.67,93.7,72.18,72.18,76.05,76.05,76.05,76.05,65.85,65.85,65.85,65.85,51.94,94.35,4906.2,85.32,4436.639999999999,85.32,4436.639999999999,109.64,105.64,102.67,65.15,3387.8,65.15,3387.8,56.4,2932.7999999999997,76.05,76.05,65.85
Ohio,OH,Greene County,39057,2009,60.6,56.5,65.0,72.6,68.7,76.5,6.3,6.3,6.2,5.5,5.6,5.4,73.5,64.8,81.2,69.1,85.3,6.8,10.8,57011,70662,96807,27256,20584,36519,78105,37341,28200,50031,158389,97.6,88.2,6.2,0.3,2.4,0.0,0.6,2.4,1.9,61825,4359,2947,150,2378.0,11022,5243,543,4581.0,40.6,41.0,40.1,16.3,13.7,19.0,25.5,17.1,34.4,7.0,13.0,0.7,10.6,15.2,5.8,201.78,201.78,201.78,183.47,183.47,183.47,165.53,165.53,165.53,165.53,93.5,4862.0,251.38,251.38,251.38,147.74,147.74,147.74,124.01,124.01,124.01,124.01,113.18,5885.360000000001,217.19,217.19,217.19,198.14,198.14,198.14,179.84,179.84,179.84,179.84,111.53,311.63,311.63,311.63,183.91,183.91,183.91,138.01,138.01,138.01,138.01,137.09,201.78,10492.56,183.47,9540.44,165.53,8607.56,217.19,198.14,179.84,251.38,13071.76,147.74,7682.4800000000005,124.01,6448.52,311.63,183.91,138.01
Missouri,MO,Bollinger County,29017,2021,52.3,46.5,57.9,66.7,60.5,72.7,4.6,5.4,4.0,4.5,5.8,3.4,64.2,96.8,68.2,66.2,75.2,8.8,13.9,51250,67844,73950,29637,21964,34914,55863,32304,23941,38056,10758,96.8,95.5,0.5,0.2,0.0,0.0,0.6,3.2,1.6,3775,202,195,0,123.0,631,566,32,356.0,28.5,18.4,41.5,13.0,9.1,18.0,20.2,13.8,28.3,21.0,36.9,0.6,17.3,21.7,11.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Oklahoma,OK,Kay County,40071,2008,57.3,51.6,63.4,71.8,66.7,76.9,6.1,5.5,6.5,4.9,4.3,5.5,69.7,61.3,79.0,66.9,81.6,12.8,17.2,40442,49923,67396,21914,17340,29188,54597,29584,23409,39404,45653,95.8,82.0,1.8,8.4,0.8,0.0,2.8,4.2,5.8,18355,1278,946,66,1133.0,3238,1106,122,1976.0,29.0,26.5,31.9,17.0,13.2,21.3,24.8,13.8,37.1,11.5,20.5,1.3,17.8,26.1,8.4,118.73,118.73,111.22,111.22,100.38,100.38,100.38,100.38,85.89,85.89,63.3,3291.6,94.03,94.03,94.03,94.03,83.42,83.42,83.42,83.42,80.63,80.63,67.08,3488.16,118.73,118.73,111.22,111.22,100.38,100.38,100.38,100.38,85.89,85.89,63.3,94.03,94.03,94.03,94.03,83.42,83.42,83.42,83.42,80.63,80.63,67.08,118.73,6173.96,100.38,5219.76,100.38,5219.76,118.73,100.38,100.38,94.03,4889.56,83.42,4337.84,83.42,4337.84,94.03,83.42,83.42
Texas,TX,Duval County,48131,2016,45.1,44.5,45.7,55.7,56.4,55.1,11.5,10.5,12.4,11.8,9.9,13.4,62.5,53.3,68.2,57.7,63.6,20.6,24.5,33115,40152,49387,21702,15784,29845,40731,26693,19414,36709,11510,99.8,85.1,1.3,0.7,0.3,0.0,12.4,0.2,89.1,3892,133,252,19,349.0,519,222,17,569.0,17.6,13.9,21.7,26.6,11.6,43.2,19.7,8.9,31.8,23.7,44.9,0.0,12.4,20.7,3.3,135.15,135.15,135.15,124.05,124.05,124.05,116.6,116.6,116.6,116.6,110.65,5753.8,117.75,117.75,117.75,107.9,107.9,107.9,106.05,106.05,106.05,106.05,87.75,4563.0,160.6,160.6,160.6,148.5,148.5,148.5,140.3,140.3,140.3,140.3,133.8,141.6,141.6,141.6,130.8,130.8,130.8,128.7,128.7,128.7,128.7,108.5,135.15,7027.8,124.05,6450.599999999999,116.6,6063.2,160.6,148.5,140.3,117.75,6123.0,107.9,5610.8,106.05,5514.599999999999,141.6,130.8,128.7
Oklahoma,OK,Atoka County,40005,2017,41.9,45.0,39.2,51.7,57.9,46.7,6.6,6.2,7.0,6.3,6.2,6.4,61.7,68.5,66.8,65.5,49.9,16.5,19.8,37106,45750,55358,25378,21555,29688,44898,30707,26082,35922,13899,90.1,73.0,3.7,11.6,0.7,0.1,1.1,9.9,3.4,5284,283,201,20,302.0,716,363,78,438.0,28.9,20.5,37.1,19.8,14.6,24.9,21.3,11.7,30.7,13.0,25.3,1.1,16.9,28.0,6.2,130.5,130.5,122.08,122.08,109.02,109.02,109.02,109.02,97.09,97.09,71.11,3697.72,97.05,97.05,97.05,97.05,94.22,94.22,94.22,94.22,86.17,86.17,71.18,3701.3600000000006,130.5,130.5,122.08,122.08,109.02,109.02,109.02,109.02,97.09,97.09,71.11,97.05,97.05,97.05,97.05,94.22,94.22,94.22,94.22,86.17,86.17,71.18,130.5,6786.0,109.02,5669.04,109.02,5669.04,130.5,109.02,109.02,97.05,5046.599999999999,94.22,4899.44,94.22,4899.44,97.05,94.22,94.22
Maine,ME,Lincoln County,23015,2013,56.9,55.3,58.6,74.1,74.2,74.0,5.8,4.8,6.9,5.3,4.2,6.4,77.5,62.9,84.3,59.4,79.2,8.4,11.7,50181,59398,75435,27958,26125,30858,63730,35507,33179,39190,34297,98.9,97.5,0.3,0.3,0.6,0.0,0.2,1.1,0.9,14817,701,358,50,515.0,1980,522,419,1058.0,35.9,29.7,42.1,15.5,12.6,18.4,22.9,12.0,33.7,15.9,29.6,2.3,9.9,16.1,3.6,170.0,170.0,160.0,160.0,160.0,160.0,140.7,140.7,140.7,140.7,140.7,7316.4,130.0,130.0,130.0,130.0,130.0,130.0,125.0,125.0,125.0,125.0,95.0,4940.0,180.0,180.0,170.0,170.0,170.0,170.0,174.0,174.0,174.0,174.0,140.7,136.25,136.25,130.0,130.0,130.0,130.0,130.0,130.0,130.0,130.0,125.0,170.0,8840.0,160.0,8320.0,140.7,7316.4,180.0,170.0,174.0,130.0,6760.0,130.0,6760.0,125.0,6500.0,136.25,130.0,130.0
Oregon,OR,Lane County,41039,2018,55.2,52.5,58.0,69.8,67.1,72.6,7.1,6.1,8.0,6.5,5.6,7.4,71.1,67.1,77.0,63.3,78.5,10.3,18.5,49958,64870,76547,25904,21918,30499,58950,30567,25863,35989,368882,94.7,87.0,1.1,1.1,2.7,0.2,2.6,5.3,8.7,150780,7827,4687,542,5145.0,17781,7705,1411,11357.0,35.3,31.4,39.5,20.2,16.4,24.3,23.1,16.8,29.8,8.3,15.4,0.8,13.1,20.2,5.6,241.67,241.67,241.67,241.67,233.78,233.78,233.78,233.78,184.31,184.31,149.08,7752.160000000001,126.63,126.63,126.63,126.63,124.75,124.75,124.75,124.75,123.88,123.88,115.09,5984.68,283.85,283.85,283.85,283.85,266.07,266.07,266.07,266.07,209.24,209.24,175.47,146.74,146.74,146.74,146.74,140.04,140.04,140.04,140.04,134.99,134.99,134.34,241.67,12566.84,233.78,12156.56,233.78,12156.56,283.85,266.07,266.07,126.63,6584.76,124.75,6487.0,124.75,6487.0,146.74,140.04,140.04
Texas,TX,Parker County,48367,2019,59.6,52.7,66.7,73.5,65.3,81.8,4.7,5.1,4.4,4.3,4.5,4.1,68.5,62.3,74.6,66.6,85.8,5.6,8.1,77503,90102,104518,38611,27952,50814,89903,44789,32424,58944,133811,97.6,93.2,1.3,0.9,0.6,0.1,1.5,2.4,12.3,44263,3958,2897,296,1511.0,11595,5527,546,3406.0,37.7,32.7,43.7,14.3,11.6,17.7,22.1,14.0,32.0,12.6,22.1,1.0,13.3,19.6,5.6,184.4,184.4,184.4,169.25,169.25,169.25,156.23,156.23,156.23,156.23,147.05,7646.6,160.63,160.63,160.63,150.53,150.53,150.53,142.58,142.58,142.58,142.58,129.08,6712.160000000001,217.45,217.45,217.45,200.95,200.95,200.95,186.73,186.73,186.73,186.73,176.68,191.55,191.55,191.55,180.48,180.48,180.48,171.78,171.78,171.78,171.78,156.93,184.4,9588.800000000001,169.25,8801.0,156.23,8123.959999999999,217.45,200.95,186.73,160.63,8352.76,150.53,7827.56,142.58,7414.160000000001,191.55,180.48,171.78
Kentucky,KY,Barren County,21009,2018,53.8,48.0,60.0,67.1,61.3,73.0,7.2,8.1,6.4,7.2,8.0,6.5,66.7,71.4,74.8,63.3,78.2,16.5,23.9,40216,47087,55563,25435,21221,29922,47455,30013,25041,35308,43680,97.3,92.6,3.8,0.1,0.3,0.0,0.5,2.7,3.1,16965,1241,707,27,853.0,2820,1221,124,1815.0,28.2,22.0,35.4,14.6,12.2,17.3,20.3,11.7,30.2,11.1,19.8,1.0,25.9,34.3,16.1,125.04,125.04,124.35,124.35,118.93,118.93,118.93,118.93,118.93,118.93,104.21,5418.92,103.08,103.08,98.8,98.8,95.82,95.82,95.82,95.82,95.82,95.82,85.82,4462.639999999999,143.33,143.33,139.17,139.17,133.33,133.33,133.33,133.33,133.33,133.33,128.33,125.83,125.83,113.33,113.33,104.58,104.58,104.58,104.58,104.58,104.58,103.75,125.04,6502.08,118.93,6184.360000000001,118.93,6184.360000000001,143.33,133.33,133.33,103.08,5360.16,95.82,4982.639999999999,95.82,4982.639999999999,125.83,104.58,104.58
Ohio,OH,Van Wert County,39161,2019,60.9,55.9,66.1,78.5,73.8,83.1,3.9,4.4,3.5,3.0,3.9,2.1,76.8,83.1,83.6,70.8,84.9,7.0,11.1,54254,65337,75791,32891,26280,40287,62935,38154,30485,46733,28261,98.7,96.3,1.3,0.2,0.3,0.0,0.6,1.3,3.4,11544,1015,300,31,502.0,1901,504,124,1126.0,27.5,23.1,32.6,14.2,9.4,19.7,19.0,12.4,26.5,9.2,16.6,0.6,30.1,38.4,20.5,151.3,151.3,151.3,137.5,137.5,137.5,125.5,125.5,125.5,125.5,71.88,3737.7599999999998,144.49,144.49,144.49,136.13,136.13,136.13,125.25,125.25,125.25,125.25,108.91,5663.32,168.3,168.3,168.3,150.83,150.83,150.83,137.5,137.5,137.5,137.5,99.3,153.5,153.5,153.5,145.82,145.82,145.82,136.56,136.56,136.56,136.56,131.25,151.3,7867.6,137.5,7150.0,125.5,6526.0,168.3,150.83,137.5,144.49,7513.4800000000005,136.13,7078.76,125.25,6513.0,153.5,145.82,136.56
Texas,TX,Nacogdoches County,48347,2014,53.3,46.0,61.6,66.8,59.1,75.1,8.5,9.0,8.1,7.4,7.6,7.2,63.9,59.7,72.9,67.1,81.3,18.0,24.3,39126,52082,64582,21526,17167,27045,48516,26692,21287,33536,65322,98.6,76.3,18.3,0.4,1.6,0.0,2.0,1.4,18.2,23708,1186,1417,32,2172.0,3750,2023,234,2597.0,33.5,28.4,39.4,17.1,12.0,23.1,22.3,15.4,30.4,11.3,20.4,0.6,15.8,23.7,6.4,102.9,102.9,102.9,96.25,96.25,96.25,92.0,92.0,92.0,92.0,88.2,4586.400000000001,89.7,89.7,89.7,84.55,84.55,84.55,83.35,83.35,83.35,83.35,79.3,4123.599999999999,118.15,118.15,118.15,111.0,111.0,111.0,106.5,106.5,106.5,106.5,102.0,103.95,103.95,103.95,98.45,98.45,98.45,97.15,97.15,97.15,97.15,92.75,102.9,5350.8,96.25,5005.0,92.0,4784.0,118.15,111.0,106.5,89.7,4664.400000000001,84.55,4396.599999999999,83.35,4334.2,103.95,98.45,97.15
Illinois,IL,DeKalb County,17037,2008,65.9,60.4,71.5,78.8,74.3,83.1,8.3,9.4,7.4,6.2,6.0,6.4,79.0,73.5,84.5,70.9,88.7,5.8,11.9,56373,71654,96733,22325,16406,31097,76104,30139,22148,41981,104691,98.4,85.8,5.8,0.2,2.7,0.1,3.8,1.6,9.3,36409,3949,1649,70,1334.0,8536,2018,237,3157.0,32.7,29.4,36.6,17.1,13.5,21.2,25.2,16.8,34.9,10.7,19.2,0.9,14.3,21.2,6.4,245.0,245.0,245.0,245.0,204.0,204.0,185.0,185.0,185.0,185.0,127.2,6614.400000000001,135.0,135.0,130.0,130.0,127.5,127.5,125.0,125.0,125.0,125.0,100.0,5200.0,277.0,277.0,277.0,277.0,238.0,238.0,213.0,213.0,213.0,213.0,140.0,175.0,175.0,170.0,170.0,165.0,165.0,160.0,160.0,160.0,160.0,125.0,245.0,12740.0,204.0,10608.0,185.0,9620.0,277.0,238.0,213.0,135.0,7020.0,127.5,6630.0,125.0,6500.0,175.0,165.0,160.0
South Dakota,SD,Potter County,46107,2016,60.9,52.9,69.3,81.1,76.0,85.9,0.9,0.6,1.1,0.8,0.0,1.4,76.0,82.4,83.5,76.5,87.1,7.2,10.6,47991,59674,73399,27781,21275,32188,59029,34171,26168,39591,2306,99.3,97.6,0.0,1.5,0.2,0.0,0.0,0.7,0.3,1033,50,27,0,37.0,165,60,8,72.0,35.0,31.9,38.8,16.5,6.8,28.3,20.3,15.4,26.4,17.9,31.3,1.5,10.3,14.6,5.0,99.1,99.1,99.1,99.1,99.1,99.1,94.79,94.79,94.79,94.79,99.1,5153.2,81.86,81.86,81.86,81.86,81.86,81.86,81.86,81.86,81.86,81.86,81.86,4256.72,115.0,115.0,115.0,115.0,115.0,115.0,110.0,110.0,110.0,110.0,115.0,95.0,95.0,95.0,95.0,95.0,95.0,95.0,95.0,95.0,95.0,95.0,99.1,5153.2,99.1,5153.2,94.79,4929.08,115.0,115.0,110.0,81.86,4256.72,81.86,4256.72,81.86,4256.72,95.0,95.0,95.0
North Carolina,NC,Cherokee County,37039,2013,42.1,39.8,44.6,57.7,55.9,59.7,9.0,7.1,10.8,8.3,6.2,10.3,59.6,64.2,67.1,54.2,66.6,13.1,17.9,34432,43178,54836,22446,19381,25734,43729,28506,24614,32682,27243,97.9,93.3,1.4,1.6,0.6,0.0,1.1,2.1,2.6,10722,532,464,72,247.0,1509,724,253,681.0,27.8,22.9,32.8,16.9,13.4,20.4,26.4,15.2,38.0,14.3,26.3,1.9,14.7,22.3,6.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
California,CA,Santa Barbara County,6083,2013,57.5,52.3,62.8,70.3,65.9,74.5,9.4,8.9,9.8,8.4,7.8,8.8,71.7,65.9,74.7,66.5,82.9,9.9,16.0,62779,72602,92205,25915,21893,30046,79729,32912,27804,38158,427288,96.2,73.9,2.0,1.1,5.0,0.2,14.0,3.8,43.3,141720,11892,8129,393,7814.0,26399,13007,1128,14500.0,35.2,33.0,37.8,21.6,19.1,24.6,21.2,14.3,29.5,13.8,21.6,4.5,8.2,12.0,3.6,329.51,329.51,329.51,329.51,243.44,243.44,243.44,243.44,243.44,243.44,193.16,10044.32,189.85,189.85,189.85,189.85,171.97,171.97,171.97,171.97,171.97,171.97,134.79,7009.08,423.93,423.93,423.93,423.93,315.11,315.11,315.11,315.11,315.11,315.11,238.67,238.59,238.59,238.59,238.59,216.85,216.85,216.85,216.85,216.85,216.85,159.44,329.51,17134.52,243.44,12658.88,243.44,12658.88,423.93,315.11,315.11,189.85,9872.199999999999,171.97,8942.44,171.97,8942.44,238.59,216.85,216.85
